983|11453
46811|14932
23839|34820
46019|45708
25159|31830
38815|3508
34410|3978
37578|8442
43984|15641
30032|38026
23237|107
4318|27387
43682|1979
47265|1104
2318|40491
32710|19079
43554|45513
48626|15887
47216|24655
22803|792
13092|29050
26507|6091
26363|28479
6409|5786
7693|33047
20608|43823
15798|24253
7840|22022
39717|23923
17877|17642
45323|2352
32818|8227
35063|3515
18059|264
43805|14630
32244|29396
15969|30919
32920|45763
1137|29698
10428|16868
6180|22054
37075|5333
22607|338
28977|3149
7179|32651
25705|32879
1666|38434
43658|659
44823|42451
21172|25610
1202|548
42195|22529
40751|3618
28911|47677
34259|27919
37865|44501
10392|45717
43106|25349
34158|10775
35193|16637
32247|4378
38655|11272
26610|49005
42677|16955
1137|887
3949|4867
39006|30599
10806|33781
49216|43366
3014|25716
16214|27940
12577|39931
2445|44304
40876|7092
30271|6188
36314|33796
3505|20801
28115|26791
30944|1419
40270|39541
49742|23409
24536|1352
36754|36097
46968|41472
34488|2808
91|34089
49317|20485
49093|12392
9406|46060
3310|33981
49655|42332
24829|42887
14031|25895
8286|33978
13601|12432
16660|6246
33983|20951
11151|34236
20958|12690
25332|27530
47737|24149
17982|34474
21747|39385
12789|38698
405|46300
17488|23762
17982|8634
14467|16718
43965|23293
37295|23577
12164|28400
8601|35510
10803|43783
47582|21835
26404|23327
46376|8343
36189|14683
27291|37869
48627|28901
39236|33723
14678|4778
7189|5124
7579|36065
41329|32792
43777|22411
47754|33116
27845|36945
48389|29701
41441|32640
20372|45608
36339|16738
8641|7761
43022|36428
35818|45483
36650|5899
32552|32460
42806|14175
15901|42244
13647|40241
1303|31475
14546|27036
34295|3778
5029|2315
46307|22637
21361|44584
2400|27509
3341|19602
8125|38963
2316|47351
44615|31778
44421|921
34229|33691
26173|32110
7633|22703
43296|44186
18966|23072
46948|48838
29030|10146
7774|42132
49963|39198
16348|43626
6092|41704
25619|10787
1324|48172
21246|21370
14251|38710
18442|20254
181|20964
18364|48139
18177|30183
19774|36616
27364|28315
49309|26707
16557|24780
20894|48001
41560|49441
24768|35015
1165|44926
14829|20015
11226|15354
6932|47488
24806|29954
42441|13342
33377|30425
35882|25725
2999|1413
25038|27203
10937|32972
31691|520
9037|31887
13228|9747
19604|45823
38824|42330
1028|8626
2103|17409
19575|9459
32759|14962
26693|24733
5015|24054
45401|38299
39296|47103
16307|33551
38128|26220
11392|46553
48842|16821
19055|48744
18843|34766
24931|6443
31256|41286
33967|44395
33955|6418
10351|10229
27122|13233
1128|3517
49759|14397
10386|932
499|20206
36166|44540
342|23027
48227|46046
30264|613
39524|32631
45631|38124
16231|43516
31869|49818
24560|46645
7842|8306
22257|13205
5784|27975
31687|29853
5391|20182
37875|45716
49746|17867
27215|49537
22040|46269
15808|15837
44662|36694
37724|14298
27022|258
3372|40303
24437|2392
33615|21174
36019|29432
31173|13322
20523|25966
24694|5528
41705|40249
24679|11302
15312|22260
12599|6546
9834|17920
2351|42661
15942|1015
41997|15145
49514|41055
28157|3676
31153|41566
32385|42767
1884|45990
28909|8055
36481|26457
36493|4760
37009|31500
14286|3407
13239|47798
14032|27114
32844|45632
48596|23653
45935|28667
10058|38764
20423|46418
49161|28885
25691|29330
43454|5553
39627|38645
31262|43574
47215|26414
39860|37168
32981|38747
6417|417
25149|42690
49436|34352
16332|17939
8428|29118
45653|24625
19207|2492
13396|16291
26092|21670
33698|8279
4223|2905
46548|45751
22319|1730
39421|40907
29360|1755
38259|11098
4934|27225
45474|5245
39342|6885
2888|12415
11138|18850
22907|1208
32476|34651
24991|36013
18535|37908
31162|29972
16300|31216
44587|40308
46393|5027
2595|13170
29695|37367
34537|17977
12942|36405
3001|41374
30310|39674
46612|39642
2144|13252
45376|19979
22076|32917
26219|10164
13856|38850
24823|5157
17106|13404
35670|32642
21425|3836
44406|1684
12880|44298
24892|41548
30644|13279
38544|22061
20424|29821
41732|20479
8024|36314
28350|6866
35993|25102
182|39012
27278|5151
25807|48005
37624|48875
33751|31009
14850|9361
9247|3392
31932|29441
29749|34991
10130|3707
22994|1894
87|24790
22887|10172
2396|4837
66|42131
22956|11416
49481|14872
4976|32626
22292|30913
40369|17189
20007|24557
45015|7791
42599|22488
12178|42505
32559|43773
9330|7566
19808|24519
19979|16748
4865|48841
27599|24711
42798|30797
23731|4497
31928|25641
33857|739
10284|6049
23431|20909
23699|8556
39792|44584
5563|44324
49439|9832
28210|24335
20917|41979
41659|47526
49375|26197
3775|35303
9879|48947
39832|35833
6334|8676
5950|27369
18194|14665
36341|9944
14481|14076
22811|32944
26775|39236
37080|7277
6019|34739
1190|35749
39117|28999
7809|27388
31693|47386
32393|37186
25776|5537
36570|44401
14736|2376
22747|29703
27022|23796
48759|20037
18490|2513
45511|43377
15853|8318
29376|8962
27447|27637
16970|10470
37352|48495
32561|14990
2731|25135
46977|5380
31632|34050
40615|40714
40197|43293
47174|1469
41363|26973
44315|12518
44906|18316
18733|27379
7827|43437
24599|7650
41429|31642
42746|31571
49515|16711
22278|33482
48625|39571
44752|34325
11397|12770
5419|7605
2841|48905
19880|1276
25248|558
27756|44442
5488|5720
32630|24393
37801|18313
32112|48266
5621|17713
29865|932
22008|45174
32088|11377
28548|18783
30962|5788
22766|18833
19433|32143
1305|9754
5606|30586
44179|22076
43630|27224
16171|3445
47906|9898
7518|36308
28678|37108
42411|2041
48594|5540
19950|31688
26863|48183
8647|36533
9979|1004
20905|28641
14353|2975
34705|16660
38785|30378
7535|36010
6570|35492
42158|9866
35510|34955
42501|39847
41424|35494
46220|33186
7162|23840
44658|44577
27672|8087
31779|42919
1082|275
10648|21011
20950|28309
46486|5902
11174|43285
2297|34352
43271|26728
28916|12331
2696|8400
35496|19115
30228|23391
6996|21120
5503|39069
45481|17016
8332|21191
25554|15402
11879|3715
38847|1650
14970|22879
2292|15389
29578|43615
13179|48883
28809|39290
46015|38727
2149|44386
29661|506
13128|24517
21304|18041
13911|220
28402|23563
5416|4264
15346|20443
44678|46466
38171|685
13568|42997
43935|18850
2538|22435
5842|8335
49298|41707
35545|37380
17830|14017
44408|41660
19615|23812
10194|40688
47468|29108
16621|678
32273|44545
2677|39784
6082|24691
41658|1084
26165|9160
23723|7759
30230|6073
1019|34222
12163|40813
16033|13090
31894|42605
45103|21029
37956|27481
4114|2329
12147|49010
10216|27444
31563|48747
47038|31564
7825|32194
49354|10680
11031|43054
30780|26750
28463|23088
8666|49906
17284|200
4065|24642
39319|13529
4866|2204
30878|26755
17831|10915
5301|12836
46970|44315
13971|39773
1387|15609
30800|11693
42253|49194
15941|44276
31652|41819
33433|39576
19094|10681
20926|12186
5250|9697
32442|6068
26853|28323
24967|30132
44867|10239
35338|38184
5147|44287
18107|42412
6876|44846
26757|26287
31718|8827
47661|11592
41345|34184
43660|36128
11006|36169
21118|23864
35113|49178
39939|14939
1017|47113
42086|17080
17082|15354
49019|450
2746|46431
37214|49019
9257|4894
5719|47810
6570|47433
46728|38942
38614|44811
49052|13342
28444|20376
20245|17602
41384|32813
47839|11435
34735|9529
47953|32283
38742|47086
8642|7222
47617|38017
20328|16290
6508|39442
36062|47107
20176|25441
7457|26730
2073|36727
9687|19337
5105|26277
2281|16713
9500|33211
7232|48069
17539|24769
811|46327
35632|15204
17099|49142
40086|48444
31159|30024
14633|47720
15409|17133
16689|17571
49446|46042
6086|20172
24128|3515
25409|47741
9284|44325
26311|15898
26128|41256
6983|41878
40893|47298
22651|49015
25646|42779
39143|5188
32698|48909
25876|47082
45892|31462
18128|42142
6825|19762
44402|28470
45060|27918
1441|38661
33741|43648
48278|4319
3987|30217
22925|14019
25759|584
22451|38257
48749|35381
18436|6349
2263|39273
19882|11489
34555|47309
29334|40266
27135|4714
45939|49574
6247|5993
1685|34694
22479|17469
18018|16886
16448|14768
31184|7509
46821|2806
21979|6232
45245|6860
22430|17969
18845|19651
19738|27057
45359|9101
10534|20873
31932|13841
39271|32554
28959|3760
33054|24066
32008|40458
34989|2623
5020|20061
38519|33824
13828|34888
14373|13866
6137|6102
30116|47163
32921|49447
29873|30066
19755|47870
45774|36767
47563|30500
28877|1208
14189|49028
556|3106
43458|45954
28977|24678
10363|40988
40853|36229
25238|18698
45675|15641
17440|41308
15899|44178
41838|36971
2115|45995
31012|37488
31154|11031
11136|31336
465|22102
10965|41811
34888|44930
48024|14950
39027|26192
9065|21619
49050|48961
25566|24817
47223|2645
36273|8649
33224|26019
19513|33924
30566|26983
20679|7892
19530|32440
47237|34796
31889|4080
3510|22573
23344|39300
27630|25725
8294|28421
16982|46097
41612|24647
39417|18865
14972|18708
25351|44566
7926|30039
33102|49931
37763|3853
17143|25759
8503|21668
26948|20536
36746|24394
1671|10622
40565|46676
45196|32497
36963|37028
21083|33319
4727|48990
42716|32218
45157|36642
30630|9862
17572|35362
11934|28483
48380|6731
59|2916
18593|27868
13171|26921
3132|35765
8686|5294
40609|5566
45715|22230
31303|30351
45249|44547
26027|6236
23117|17531
22064|28332
6435|2528
32933|7380
28675|5640
2454|18682
21941|28111
27475|1748
1683|16467
38223|10358
46765|40124
45786|24211
3765|46438
2499|26517
41776|37312
32264|11924
14516|37133
48090|15678
40780|7460
17773|27445
20451|17631
29346|41608
42616|24256
1194|45191
13273|24147
22946|12010
33536|39997
13661|21160
1820|47430
4782|48875
16493|21121
5272|11036
8133|30664
2886|9856
10560|9866
20621|48307
31352|13365
45202|35498
14865|37547
46036|35239
40797|5253
43318|43352
21938|22686
6277|35363
11463|30181
45344|49065
31483|26023
20029|37280
36538|29256
31744|22695
984|36912
36106|2428
43287|29564
38765|3782
10675|5926
23769|46656
45295|40773
11815|48047
45025|20551
17063|17857
34565|27847
27353|34883
42578|15218
44137|44506
25353|43397
709|49993
11642|22316
22471|7362
10077|15987
41049|29425
47813|16087
977|32839
33447|41099
17802|16922
19459|15755
16953|24608
45269|8320
35019|3251
39716|25911
34768|27887
1050|21781
41420|7991
19154|8649
26129|33844
18669|17764
33894|778
45214|20402
26127|22297
36718|45141
17306|17213
25739|30833
30816|35387
36554|44456
12718|20808
6563|21664
21293|23085
3866|16092
31845|2902
37401|49682
27447|31984
8409|17676
49102|43932
13808|3006
38399|27754
23339|21212
6403|6190
9802|19041
15234|42424
48125|32513
43642|31852
18778|32954
6721|3571
49769|47355
45886|46289
14806|30194
3432|16198
605|40546
5767|25098
44773|2240
16980|18403
47159|8462
46545|26415
41955|34584
7970|40138
39063|28135
21734|26494
36166|37875
5911|46223
28120|43712
21530|27406
27493|34153
47695|24058
367|30302
20475|49134
41470|45064
17707|42144
39129|24474
1525|6773
20561|40586
29022|32363
44215|2284
31378|21645
33416|29046
24834|37030
20207|10477
7624|11742
37534|25537
5805|860
14450|31700
41240|7194
14197|35965
22757|8961
41948|18973
4140|39285
8176|47492
45052|9500
37502|18769
25590|19645
47978|7745
8295|35328
48564|13656
44550|16421
28270|49090
23836|2708
14663|47312
35727|20297
38213|27102
40428|42333
37434|27787
43388|30946
41353|30605
30805|25882
40005|49986
37902|3535
47200|30763
31730|31515
9346|13687
48578|8033
4572|32327
10227|24613
2179|5781
45312|37119
49080|6828
43651|22539
30952|250
42797|14078
44609|32417
5730|41431
15240|3816
8132|22089
47304|20548
21880|48813
17511|34861
40288|17037
24883|12235
38490|48350
44751|9957
41788|26705
5319|14861
31586|42129
49116|48467
30127|28559
29596|4401
8370|4756
13557|12158
38856|10260
2749|25868
8385|45812
36722|19535
38878|47055
1275|42944
28244|46445
255|35223
5921|31440
29932|72
27056|18693
9952|7011
48453|37648
32913|37485
30441|8890
42503|3948
25349|41474
17500|7591
30046|49889
45668|39788
47529|27773
25017|29431
42683|42175
32910|9698
7109|3997
13450|49219
47566|19846
37515|36720
36083|8114
28841|18866
24313|3904
2504|9559
12642|1828
40023|6622
7706|4470
14614|28195
6951|26275
41390|11228
24383|27790
9717|11560
20919|49203
12361|21235
32022|6336
36070|24574
17274|3840
3976|13195
2864|17459
22640|38349
25025|44143
33995|38952
8313|49176
7698|27205
45784|23319
22301|35098
28748|2008
31832|41752
19054|13131
4045|20813
3026|35055
17674|13499
8631|32518
8869|10475
12932|25532
22876|39085
5981|11576
33636|11139
36758|44601
26717|19625
5102|29215
3189|10285
11828|15120
49309|9404
16188|13752
27538|38606
11431|40565
16904|45967
39420|11430
34676|36472
23725|14832
32560|16925
36464|6070
4748|7249
31073|5921
40749|14648
12950|35697
44127|14075
40518|47771
926|35534
41902|33782
10914|2155
17592|46689
16678|38792
42555|47513
41011|27189
13028|36750
46570|16380
5680|14536
22930|8161
32200|8375
4761|41906
5215|1102
14633|28167
35942|42093
22594|40807
38795|9401
6310|5642
37154|48332
11620|10655
46031|11383
32489|48315
17280|35065
47423|41000
19373|4513
3275|4243
32180|38436
34516|2033
16270|18740
4731|430
17409|12607
17732|12454
31640|16610
11277|25161
11445|32137
47446|2263
35241|27448
15985|41312
34646|24895
12145|44465
7273|41437
19632|22660
6076|46605
8689|1289
32555|38686
37128|19917
26616|39872
44112|13619
49347|23601
6958|11812
46279|3076
2297|26323
5484|35238
9555|5725
2802|12522
13031|483
7573|17499
28610|17671
6391|31855
35572|31613
13069|27350
28521|29781
19935|10781
24529|32417
34800|43456
47646|8285
32570|18452
32105|19804
30172|15090
28367|35595
39622|11726
46403|47259
11575|33745
19578|37379
44553|7057
22078|37246
26224|40892
33952|33215
4107|6852
16574|9984
29902|9308
38535|48067
39256|48136
48570|8568
1650|37311
35851|10092
49462|36049
7092|45411
3509|14226
47853|5859
7434|45861
9180|21133
34356|20358
13081|37920
23146|25520
600|10091
36316|25053
35285|9559
36297|31775
47777|42418
49423|21761
4411|47976
5532|27650
42723|23038
16581|12293
9395|14184
6829|18251
23373|6668
24481|32117
41262|43015
15416|19815
22210|40013
1305|47837
46148|1957
1365|30723
10351|3902
42371|40294
35407|21348
14898|24457
48627|24089
6791|11480
46122|11537
48767|36525
18213|3667
1194|44190
26259|47810
12104|21306
11588|1047
38083|38465
15885|19162
49559|32664
4354|28339
25058|13721
28303|15602
24055|48987
28881|38682
33369|28724
12998|17937
6908|17
48171|9762
10311|35297
3991|39527
31073|38706
4026|12798
10754|20604
22918|22312
10968|27286
45278|45607
21770|9252
16641|37662
34483|31442
48704|39437
7469|43944
42685|24100
3764|4775
48136|37526
35861|33356
15050|3981
2461|45464
47698|37446
38806|46775
19178|32852
17244|20793
1619|22509
552|42109
30322|31447
46532|38731
11247|6355
17603|25652
31641|26886
3040|41674
17659|48683
6155|49961
11713|41200
40877|33220
8898|17756
19609|5889
10750|4437
39383|2410
36285|7947
46701|8714
27274|11438
9861|34608
39893|33160
49793|15880
34167|27378
24545|19959
48816|4460
35017|37475
3527|28207
49659|16829
45409|1974
19012|34949
24666|47143
41945|17682
44873|40687
27612|32073
39391|18612
42592|19786
9579|32889
34958|30207
32548|9735
2225|12805
5556|5730
38446|22247
39309|22793
34481|12135
39885|24597
47458|26272
9235|16017
12411|33466
9676|37803
16247|1683
44054|3833
175|28889
18249|49338
43258|35920
43870|16961
23084|21649
43842|10911
18649|28503
47535|41908
15992|25688
49347|26333
7351|36285
1009|22136
19406|49827
10547|1989
11979|20284
31663|25236
27755|3841
41267|36603
3880|26677
17618|4850
39829|20427
7492|17094
32845|13207
5258|4339
37925|6607
36961|40399
47444|38877
26396|15601
46329|36809
11211|39456
34807|7793
40138|32648
9623|45204
31670|27114
16743|48141
20187|13866
11176|16017
20036|18882
17690|20048
34943|27109
2597|34226
19827|43930
39153|46852
40581|7005
10915|34643
12781|37450
9370|2618
34125|805
12083|43555
5851|32938
34428|15764
26636|27659
9946|27926
15677|131
9625|9738
3118|8678
6658|34434
23145|46473
2239|39663
19392|45885
46921|41313
18348|27604
7054|13024
7596|3467
38157|24691
7300|24670
5688|34433
23116|29829
27431|22565
3320|33558
15878|27929
20244|29864
19432|35570
10511|27066
45930|28593
22319|15505
40347|29452
16729|48788
26396|2667
41198|17061
2897|23170
13307|5448
24171|36639
7755|12744
9293|12614
9129|42586
15216|25905
4871|7220
49868|34685
48480|18086
12728|4760
35105|41694
25517|35834
11671|8754
39468|40273
48159|32981
20130|19032
47349|5702
43681|3952
5888|16820
20797|47468
42493|16255
31511|24363
44275|13843
14555|6078
37885|15872
49400|27151
20405|12223
24077|10860
35067|17882
27636|47173
10310|22091
37271|8751
20185|8863
6757|9222
3151|3262
24425|30881
45094|20190
10596|23701
16432|14472
2134|6657
29415|3007
5342|32632
23835|11403
36891|22848
26290|19206
47099|17617
33791|34699
34159|701
21477|45282
11371|44869
43707|27407
35764|24440
9675|41605
12632|27381
29972|25814
12122|13921
4036|14774
16668|40818
2991|32834
24321|27809
29438|46996
22690|12180
28545|48337
23230|15517
10352|28925
48603|4683
11585|2364
7166|12477
11436|16489
25781|22634
47150|15180
17299|13308
25699|47861
30754|15152
15447|45189
30408|29332
18751|27749
41888|23159
47497|48086
8862|16645
40797|38642
29323|5281
38313|15244
43200|24541
10682|12652
30003|44755
9237|22252
16243|970
27264|16847
45063|37069
9717|40461
29050|13932
24512|15170
29758|45416
6324|1741
20110|40904
13844|15667
550|18691
26845|3843
16567|26953
37645|20595
16309|28868
42008|13988
40960|33752
11547|36649
27322|14690
16319|16603
46274|45342
2094|23661
15295|21018
41837|10373
23883|34145
27098|2764
9816|28168
12229|1827
38594|33663
26099|14902
30416|27026
28234|41867
29479|17990
34105|47806
18720|27226
8008|31162
39590|3816
29160|11217
29547|45234
36131|22024
46986|34054
11517|21580
75|8990
34770|45860
6183|31399
48237|34972
14907|32856
37001|14433
32540|232
18743|27358
11451|2604
47646|7770
30708|5367
37441|19178
49120|44681
29707|45684
13840|12062
7708|35136
16895|2009
36584|26893
23473|41394
47503|1530
23583|25597
16398|30048
29908|15257
21083|16505
12024|25918
46986|29563
4295|34753
38922|21060
5876|6395
31055|24578
49506|11090
13288|25106
45986|9886
47658|16329
1744|42982
47826|20079
6121|5616
34052|1688
14473|6064
1924|5959
14217|19758
16317|18703
43542|4497
11684|2164
42793|39097
12712|5437
25634|30401
32984|1153
15694|20959
33023|22391
10598|33692
46228|29219
49392|5845
22938|18922
14372|20372
1332|17794
5047|42382
39330|2285
15176|7380
34204|20946
19651|42904
30269|21938
15502|13251
25773|25383
25677|33556
35206|7310
24081|4139
40493|20291
1651|17195
46539|48166
26359|15360
47753|34512
33110|12834
27946|5637
46305|20376
40908|8076
10978|18929
185|44428
34885|2506
37186|19218
42704|31513
38094|14276
48873|22557
5070|6609
37714|49102
26134|49588
536|44389
36079|4672
23492|17386
35211|17709
6452|37606
12012|23571
11639|36513
4156|42233
31933|42998
25300|13684
49706|37644
23637|510
2946|3710
46455|37146
3424|48053
16107|36097
27905|16271
4600|15151
28516|9807
17067|4485
40872|41253
44393|36108
30563|44891
10536|8144
25993|21487
23948|48054
43052|5460
37934|28710
20532|23934
10449|35240
1096|14835
39598|17092
16167|2458
27684|33311
46921|13331
16485|18019
1266|44322
23197|23465
12003|33908
48408|12202
39411|25752
14239|33950
10023|41468
44533|25981
2291|18309
1994|49037
47432|29484
16735|35223
9592|24134
44690|17177
3083|22
30852|47882
24352|13453
11420|28537
2418|31366
20653|38233
37902|1132
6037|23822
44097|21107
6313|16375
13189|7353
22638|25497
23396|35599
32183|40467
38966|11395
13967|2935
43683|38675
21399|12172
36420|10407
16623|35403
47481|13892
46153|7446
26250|35730
31186|20520
20704|10564
13295|27189
17190|41824
10388|43945
12484|15301
37908|48929
13677|49601
13322|7629
23176|5828
44877|36670
17776|3330
26487|26134
20823|29939
4493|2684
27117|39586
41184|15889
18121|22465
10291|49049
4719|16329
36092|7738
7921|28424
19732|49331
30286|7586
4966|18801
47540|22640
13647|3713
32070|11939
39370|46213
39595|7196
48781|25283
33157|39223
13079|22308
9989|38538
21014|34463
29805|32003
49346|32447
16062|14240
34704|37679
38556|29920
5225|44058
31382|39811
61|26946
48267|3673
35592|8207
28849|10620
15385|5224
34848|6546
34744|34055
44970|46370
39849|43842
24625|10035
38740|43851
14493|49303
39419|27540
25045|39545
41406|49904
8651|14426
17936|9455
30180|45486
44021|13766
42641|4647
27895|48723
47759|19818
17299|37936
26204|44674
24003|32203
5497|49935
33485|2620
6445|2796
41404|1899
21725|29894
8035|33132
36310|43777
43118|47179
28341|23364
36828|40357
18211|19370
46023|24075
3502|39658
2552|19912
43267|35197
33524|3694
36997|6150
23960|19111
35889|5663
19042|28941
4871|17311
18218|3123
12032|5235
31059|35405
24995|11804
40227|40197
28491|27226
43004|34113
18885|18652
48472|41607
14354|21418
2181|25159
41217|1706
43665|9477
26533|26364
38909|43320
5851|31984
11991|17958
42772|24410
35863|21636
37211|40374
33902|24063
25526|25465
24322|17040
30925|11378
12663|730
1957|25572
6679|29144
34498|37699
9554|20687
44057|631
49006|49145
28453|13814
1662|40083
45573|40960
39321|41394
17029|9224
36573|44987
20218|19406
33101|22175
12373|2301
34682|11765
12979|2052
43713|35627
44652|7810
42259|19990
692|21964
25178|882
45036|32599
41560|10858
2227|5125
21843|38973
33748|33941
40992|42829
20117|38604
42918|15429
24416|36269
44754|14610
16412|2822
6761|7950
10035|18754
28304|31915
15420|25029
10493|47546
19734|15867
22628|45481
17815|49917
10681|34242
35641|11463
239|10038
37714|33706
41497|15159
7541|46692
46871|9934
27874|48912
34789|23384
5480|11344
9431|13279
6828|31265
32297|40493
44247|47963
2095|19724
49405|34630
29679|5170
3769|44011
41799|31373
33866|47372
4532|38871
26231|29867
11300|26245
21076|11461
37791|33876
5050|32937
47700|48475
35191|34127
44811|520
25313|36118
46481|31607
10258|18622
27866|12087
26587|8512
33846|36899
13465|21728
21583|32553
34987|44864
42704|2847
14956|22030
234|7560
22603|9244
38291|34281
29872|15340
43993|36409
35897|45923
48178|20491
33094|26009
36292|5716
31047|40323
33878|47629
47140|41769
14760|21290
23100|8742
1361|17798
13464|28266
18580|48352
34924|7619
878|29468
22664|25653
13571|22846
40139|31084
27568|4923
43000|15590
32756|48241
37705|41842
10061|38810
28519|16449
19187|62
25840|46164
10899|17195
6607|48231
2885|31944
17134|15647
31454|5022
5328|46338
34322|38895
6824|24550
31086|11782
20990|47673
30488|47290
43281|15542
49368|34454
15412|3504
10454|42404
32263|18985
23652|42359
38786|32792
9946|33202
18960|29084
437|15492
15758|28303
10474|17586
41381|1424
49267|10087
47007|49074
32666|21660
34477|43936
39165|6271
12850|35108
7457|10444
11073|39207
37002|48336
30231|36662
2841|24500
24071|37420
13885|33438
39416|11184
20113|42000
996|7902
45900|44835
19107|14292
40135|26866
20307|19400
45493|48760
6707|10780
5970|18293
47366|17438
18606|17772
29686|33660
23434|26173
8853|14745
47591|19483
46583|17702
41507|21418
20679|26490
47820|1136
33257|45441
44992|12469
10070|17189
33844|29020
17931|5683
22236|24111
15789|4156
34351|14668
40040|34377
42029|47447
16273|41676
49746|6244
36764|32852
47649|25300
913|3959
45487|256
39891|41058
49593|47414
35544|32456
8769|11258
32098|23923
18685|8285
37832|39628
12870|27308
45855|2632
47485|47258
29171|28318
6848|16027
14843|23094
37348|25221
11327|5160
44906|32565
20014|11982
37637|25201
31793|43550
9027|10220
21330|6544
16604|48235
19073|30238
16337|20366
14607|46865
30704|16809
48585|17260
22203|19522
30590|29724
16012|25003
49830|10449
36500|1487
4897|39417
31337|37621
2803|43473
23001|23386
47998|37590
44396|3478
36270|19476
23155|40965
721|23850
44744|38408
19803|47578
7566|23611
17382|45537
47782|49382
23652|48422
40554|31627
1100|35925
2306|40576
11156|4838
31377|19337
9937|31527
11987|7844
6982|23770
1664|43364
25730|8122
15188|44583
22222|41107
5576|46515
17906|9935
30563|216
12696|9677
10426|13142
34116|13579
16448|23763
6993|7989
34552|20172
46353|4614
22773|45478
18084|10604
19142|28725
11762|10600
2681|8328
39414|47791
17020|6897
17277|45093
45393|5853
46035|48956
19855|43540
187|26225
8768|19891
9967|6465
18659|28940
22165|45924
9070|47107
6710|34036
43108|16543
32623|29966
23134|428
34283|39396
328|249
1744|45518
33479|44068
28701|28885
36935|20091
11813|40651
4458|18743
13811|31845
34389|40917
8696|7630
38053|2643
2954|48838
30689|30290
48871|45987
43911|7107
33969|39001
8803|35993
5091|20653
16471|37136
22710|7903
34272|23550
32202|35835
10678|8413
29092|30179
24157|2741
35621|23186
1760|15441
44625|11670
4686|10145
45242|27346
37958|9772
17958|19171
8665|39536
24134|17180
10819|30777
37707|47299
5271|11638
36217|42921
43592|8438
44006|26319
7317|32443
29617|13174
18184|5217
26899|15105
8766|4536
25816|12503
24027|37960
48691|46022
24202|2046
29894|26590
49626|49391
28851|11178
3173|44087
42155|8406
27873|7616
27478|41278
7019|38188
31805|20948
11145|29931
40780|10186
21344|17026
14163|38784
12789|41042
35471|47426
15279|30064
15023|17900
5202|31566
8466|46249
49583|38314
26429|28839
28807|43712
28849|41723
49244|25787
9190|17412
16990|3589
16929|30037
12179|39994
17197|231
45384|41558
5935|25485
44476|6335
34095|30600
34262|1756
6644|1114
20049|1687
42828|48613
26670|42133
24197|12177
4863|42807
43285|2520
13266|47558
11325|7970
8259|19087
2908|25395
27086|3186
34412|36938
10872|17250
30474|30269
46872|37252
21802|8148
18978|4026
14324|29228
8051|26170
27427|40297
1698|32265
17474|28788
10013|38515
16267|36902
22362|11198
43223|36519
